Facility Name,Company,Facility Type,Facility Detail,Capacity,Railroads,Port,Car Spot,latitude,longitude
Pennsauken,Buckeye Terminals Llc,Petroleum Terminal,,,,,,39.979924,-75.064059
Baltimore,Buckeye Terminals Llc,Petroleum Terminal,,,,,,39.210336,-76.585368
Groton,Buckeye Terminals Llc,Petroleum Terminal,,,,,,41.33582,-72.076423
Bayonne,Buckeye Terminals Llc,Petroleum Terminal,,,,,,40.662199,-74.104746
Rensselaer,Buckeye Terminals Llc,Petroleum Terminal,,,,,,42.609949,-73.752164
Springfield,Buckeye Terminals Llc,Petroleum Terminal,,,,,,42.117709,-72.577715
Indianola,Buckeye Terminals Llc,Petroleum Terminal,,,,,,40.5715,-79.8618
Trenton Terminal,Buckeye Terminals Llc,Petroleum Terminal,,,,,,40.186613,-74.752426
New Haven Forbes,Buckeye Terminals Llc,Petroleum Terminal,,,,,,41.295286,-72.900791
Port Wilmington,Buckeye Terminals Llc,Petroleum Terminal,,,,,,39.716879,-75.532253
Marrero,Buckeye Terminals Llc,Petroleum Terminal,,,,,,29.962668,-90.216004
New Haven 85 East,Buckeye Terminals Llc,Petroleum Terminal,,,,,,41.301398,-72.910736
New Haven 3,Buckeye Terminals Llc,Petroleum Terminal,,,,,,41.293092,-72.90231
Dickson,Buckeye Terminals Llc,Petroleum Terminal,,,,,,36.020001,-87.271091
Macungie North,Buckeye Terminals Llc,Petroleum Terminal,,,,,,40.51554,-75.555204
South Williamsport,Buckeye Terminals Llc,Petroleum Terminal,,,,,,41.241316,-76.963029
Tuckerton Terminal,Buckeye Energy Services,Petroleum Terminal,,,,,,40.396824,-75.933352
Albany,Buckeye Albany Terminal Llc,Petroleum Terminal,,,,,,42.618016,-73.763952
Yabucoa,Buckeye Carribean Terminals Llc,Petroleum Terminal,,,,,,18.044909,-65.841614
Taylor,Buckeye Pipe Line Holdings Lp,Petroleum Terminal,,,,,,42.255185,-83.278025
Tuscola,Buckeye Development & Logistics,Petroleum Terminal,,,,,,39.795556,-88.354444
Huntington,Buckeye Development & Logistics,Petroleum Terminal,,,,,,40.889722,-85.448056
Corpus Christi,Buckeye Texas Hub Llc,Petroleum Terminal,,,,,,27.82792,-97.499549
Richmond,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,37.524696,-77.43347
Nashville 1,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,36.168556,-86.862706
Nashville 2,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,36.164849,-86.849351
Knoxville 1,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,35.959384,-83.999655
Knoxville 2,Buckeye Se Terminals,Petroleum Terminal,,,,,,35.961423,-83.993055
Chattanooga 1,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,35.067111,-85.193672
Chattanooga 2,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,35.071181,-85.191616
Selma,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,35.555132,-78.297869
Greensboro 2,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,36.082514,-79.933954
Doraville 2,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,33.917009,-84.274701
Macon,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,32.741222,-83.66145
Albany Ga,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,31.549091,-84.20807
Charlotte 1,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,35.281083,-80.925589
Charlotte 2,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,35.280932,-80.939851
Doraville 1,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,33.915372,-84.27008
Roanoke,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,37.213179,-79.989541
Atlanta,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,33.808474,-84.484709
Saint Charles,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,38.79773,-90.587822
Greensboro 1,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,36.076882,-79.918052
Birmingham 481,Buckeye Se Terminals Lp,Petroleum Terminal,,,,,,33.460108,-86.871886
Port Fourchon,C-Portstone Llc,Petroleum Terminal,,,,,,29.139254,-90.208132
Port Fourchon 2,C-Portstone Llc,Petroleum Terminal,,,,,,29.12394,-90.20247
Phoenix,Caljet,Petroleum Terminal,,,,,,33.449281,-112.176151
Canary Renewables Corp,Canary Renewables Corp,Petroleum Terminal,,,,,,37.9561,-121.3669
Mcfarland,Chs Inc,Petroleum Terminal,,,,,,43.038705,-89.299528
Chippewa Falls,Chs Inc,Petroleum Terminal,,,,,,44.89429,-91.416909
Minot,Chs Inc,Petroleum Terminal,,,,,,48.234156,-101.301316
Glendive,Chs Inc,Petroleum Terminal,,,,,,47.101509,-104.712923
Missoula,Cenex Pl Llc,Petroleum Terminal,,,,,,46.900363,-114.034163
Logan,Cenex Pl Llc,Petroleum Terminal,,,,,,45.8844,-111.427
Crookston,Husky Energy,Petroleum Terminal,,,,,,47.793207,-96.611241
Duluth,Husky Energy,Petroleum Terminal,,,,,,46.703349,-92.302011
Rhinelander,Husky Energy,Petroleum Terminal,,,,,,45.659992,-89.38243
Superior,Husky Energy,Petroleum Terminal,,,,,,46.690765,-92.067497
Clemens,Chevron Phillips Chemical Co,Petroleum Terminal,,,,,,35.685114,-101.37518
Hampden,Cold Brook Energy Inc,Petroleum Terminal,,,,,,44.778823,-68.784677
Charlotte,Colonial Terminals Operating Co Llc,Petroleum Terminal,,,,,,35.2795,-80.935249
Chattanooga,Colonial Terminal Operating Co Llc,Petroleum Terminal,,,,,,35.067132,-85.201762
Fredericksburg,Colonial Terminals Operating Co Llc,Petroleum Terminal,,,,,,38.284273,-77.451965
Austell,Colonial Terminals Operating Co Llc,Petroleum Terminal,,,,,,33.85889,-84.62389
Baton Rouge Els,Energy Logistics Solutions Llc,Petroleum Terminal,,,,,,30.722305,-91.273621
Psl,Colonial Pipeline Co,Petroleum Terminal,,,,,,33.86142,-84.62355
Greensboro,Colonial Pipeline Company,Petroleum Terminal,,,,,,36.07143,-79.94447
Des Moines Ia,Phillips 66 Co,Petroleum Terminal,,,,,,41.56855,-93.527077
Missoula Mt,Phillips 66 Company - Missoula,Petroleum Terminal,,,,,,46.896041,-114.03065
Oklahoma City Ok,Phillips 66 Company,Petroleum Terminal,,,,,,35.478662,-97.437247
Spokane Wa,Phillips 66 Company,Petroleum Terminal,,,,,,47.66843,-117.319423
Linden Nj,Phillips 66 Company,Petroleum Terminal,,,,,,40.637645,-74.23296
Tremley Point Nj,Phillips 66 Company,Petroleum Terminal,,,,,,40.631995,-74.255204
Rock Springs Wy,Phillips 66 Company,Petroleum Terminal,,,,,,41.559309,-109.309228
Los Angeles Ca,Phillips 66 Company,Petroleum Terminal,,,,,,33.908921,-118.2784
Colton Ca,Phillips 66 Company,Petroleum Terminal,,,,,,34.063189,-117.366543
Sacramento Ca,Phillips 66 Company,Petroleum Terminal,,,,,,38.567564,-121.514597
Richmond Ca,Phillips 66 Company,Petroleum Terminal,,,,,,37.913134,-122.3687
Sheridan Wy,Phillips 66 Company,Petroleum Terminal,,,,,,44.664588,-106.901335
Glenpool Ok,Phillips 66 Company,Petroleum Terminal,,,,,,36.009939,-95.993892
Westlake La,Phillips 66 Company,Petroleum Terminal,,,,,,30.244476,-93.269438
Portland Or,Phillips 66 Company,Petroleum Terminal,,,,,,45.562517,-122.741673
Bozeman Mt,Phillips 66 Company,Petroleum Terminal,,,,,,45.700009,-111.043056
Great Falls Mt,Phillips 66 Company,Petroleum Terminal,,,,,,47.520248,-111.221595
Billings Mt,Phillips 66 Company,Petroleum Terminal,,,,,,45.782267,-108.495105
Helena Mt,Phillips 66 Company,Petroleum Terminal,,,,,,46.591298,-111.981429
Moses Lake Wa,Phillips 66 Company,Petroleum Terminal,,,,,,47.13194,-119.277158
Medford Ok,Phillips 66 Company,Petroleum Terminal,,,,,,36.8069,-97.7333
Phillips 66 Portland Lubricants,Phillips 66,Petroleum Terminal,,,,,,45.56354,-122.74083
Phillips 66 - Gclp,Phillips 66,Petroleum Terminal,,,,,,30.14893,-93.34305
Hartford,Phillips 66,Petroleum Terminal,,,,,,38.812848,-90.095207
Savannah Lubricants,Phillips 66,Petroleum Terminal,,,,,,32.072748,-81.050366
Freeport,Phillips 66,Petroleum Terminal,,,,,,29.072278,-95.744703
Lincoln Ne,Phillips 66 Company,Petroleum Terminal,,,,,,40.697383,-96.704241
Tacoma Wa,Phillips 66 Company,Petroleum Terminal,,,,,,47.258076,-122.433121
Renton Wa,Phillips 66 Company,Petroleum Terminal,,,,,,47.458558,-122.223441
Mt Vernon Mo,Phillips 66 Company,Petroleum Terminal,,,,,,37.097505,-93.819078
Ponca City Ok,Phillips 66 Company,Petroleum Terminal,,,,,,36.680875,-97.104719
Lubbock Tx,Phillips 66 Company,Petroleum Terminal,,,,,,33.61153,-101.882079
S Wichita Ks,Phillips 66 Company,Petroleum Terminal,,,,,,37.68698,-97.335579
Los Angeles Lubricants Plant,Phillips P66,Petroleum Terminal,,,,,,33.777221,-118.288897
Albuquerque Nm,Phillips 66 Pipeline Llc,Petroleum Terminal,,,,,,34.9925,-106.6598
Denver Co,Phillips 66 Pipeline Llc - Denver,Petroleum Terminal,,,,,,39.797619,-104.938476
East St Louis Il,Phillips 66 Pipeline Llc,Petroleum Terminal,,,,,,38.586364,-90.178237
Amarillo Tx,Phillips 66 Pipeline Llc,Petroleum Terminal,,,,,,35.264812,-101.887674
La Junta Co,Phillips 66 Pipeline Llc,Petroleum Terminal,,,,,,37.992354,-103.494368
N Salt Lake City Ut,Phillips 66 Pipeline Llc,Petroleum Terminal,,,,,,40.77491,-111.864067
Junction Terminal,Phillips 66 Pl Llc,Petroleum Terminal,,,,,,35.647165,-119.956175
Clemens Caverns - Brazoria Tx,Phillips 66 Pipeline Llc,Petroleum Terminal,,,,,,28.985556,-95.556667
Casper Wy,Phillips 66 Pipeline Llc,Petroleum Terminal,,,,,,42.85478,-106.25455
Hartford Il,Phillips 66 Company,Petroleum Terminal,,,,,,38.812905,-90.09595
Pasadena Tx,Phillips 66 Carrier Llc,Petroleum Terminal,,,,,,29.73592,-95.182959
Jefferson City Mo,Phillips 66 Carrier Llc,Petroleum Terminal,,,,,,38.549059,-92.214182
Wichita Ks,Phillips 66 Carrier Llc,Petroleum Terminal,,,,,,37.752229,-97.306792
Kansas City Ks,Phillips 66 Carrier Llc,Petroleum Terminal,,,,,,39.125277,-94.610562
Paola Ks,Phillips 66 Carrier Llc,Petroleum Terminal,,,,,,38.504949,-94.885231
Beaumont Terminal,Phillips 66 Gulf Coast Properties Ll,Petroleum Terminal,,,,,,29.987932,-93.990322
Marysville Terminal,Marysville Hydrocarbons,Petroleum Terminal,,,,,,42.886672,-82.490099
Consumers Oil Corp,Consumers Oil Corp,Petroleum Terminal,,,,,,40.186512,-74.752258
Switz City,Countrymark Refining & Logistics Llc,Petroleum Terminal,,,,,,39.032455,-87.05763
Peru,Countrymark Refining & Logistics Llc,Petroleum Terminal,,,,,,40.747517,-86.107667
Jolietville,Countrymark Refining & Logistics Llc,Petroleum Terminal,,,,,,40.044519,-86.222189
Ogden Plant,Staker Parson Companies,Petroleum Terminal,,,,,,41.225586,-112.024029
Bethel,Crowley Fuels Llc,Petroleum Terminal,,,,,,60.78258,-161.778749
Nome,Crowley Fuels Llc,Petroleum Terminal,,,,,,64.499778,-165.410991
Kotzebue,Crowley Fuels Llc,Petroleum Terminal,,,,,,66.90227,-162.580019
Hooper Bay,Crowley Fuels Llc,Petroleum Terminal,,,,,,61.53233,-166.092244
St Marys,Crowley Fuels Llc,Petroleum Terminal,,,,,,62.05849,-163.283549
Fort Yukon,Crowley Fuels Llc,Petroleum Terminal,,,,,,66.56326,-145.266555
Galena,Crowley Fuels Llc,Petroleum Terminal,,,,,,64.73331,-156.937089
Aniak,Crowley Fuels Llc,Petroleum Terminal,,,,,,61.350465,-155.437779
Nashville,Cumberland Terminals Inc,Petroleum Terminal,,,,,,36.182906,-86.877886
Nashville,Lion Oil Co,Petroleum Terminal,,,,,,36.181994,-86.785084
Memphis,Lion Oil Co,Petroleum Terminal,,,,,,35.120343,-90.074081
Big Sandy,Delek Marketing - Big Sandy Llc,Petroleum Terminal,,,,,,32.65452,-95.028005
Abilene,Delek Marketing & Supply Lp,Petroleum Terminal,,,,,,32.518655,-99.752504
San Angelo,Delek Marketing & Supply Lp,Petroleum Terminal,,,,,,31.494619,-100.375964
North Little Rock,Delek Marketing & Supply Lp,Petroleum Terminal,,,,,,34.779145,-92.177513
Mt Pleasant,Delek Marketing & Supply Lp,Petroleum Terminal,,,,,,33.157164,-94.983727
Bakersfield Renewable Fuels Llc,Bakersfield Renewable Fuels Llc,Petroleum Terminal,,,,,,35.38328,-119.07197
Philadelphia,Monroe Energy Llc,Petroleum Terminal,,,,,,40.01211,-75.112169
Chelsea,Monroe Energy Llc,Petroleum Terminal,,,,,,39.85741,-75.45116
Heartland Asphalt Materials,Brown Sand & Gravel,Petroleum Terminal,,,,,,36.579269,-89.55722
Greenville,Delta Terminal Inc,Petroleum Terminal,,,,,,33.398445,-91.037799
T&M Terminal Pipeline Co,Pbf T&M Terminal,Petroleum Terminal,,,,,,31.644167,-89.522222
Paulsboro,Pbf Logistics Products Terminals Llc,Petroleum Terminal,,,,,,39.8462,-75.245069
North Philadelphia,Pbf Logistics Products Terminals Llc,Petroleum Terminal,,,,,,39.912089,-75.217986
South Philadelphia,Pbf Logistics Products Terminals Llc,Petroleum Terminal,,,,,,39.907496,-75.223409
Toledo,Pbf Logistics Products Terminals Llc,Petroleum Terminal,,,,,,41.630448,-83.508122
5100 Knoxville,Pbf Logistics Products Terminals Llc,Petroleum Terminal,,,,,,35.961781,-83.989618
4715 Knoxville,Pbf Logistics Products Terminals Llc,Petroleum Terminal,,,,,,35.959563,-83.997906
Vernon,Torrance Logistics Co Llc,Petroleum Terminal,,,,,,34.008941,-118.222434
Martinez Terminal,Martinez Terminal Company Llc,Petroleum Terminal,,,,,,38.025233,-122.11763
Road Forks,Dansk Wholesale Inc,Petroleum Terminal,,,,,,32.229193,-108.953079
Dhrllc-Plaquemine,Dow Hydrocarbons & Resrcs Llc,Petroleum Terminal,,,,,,30.32219,-91.24111
Markham,Dow Hydrocarbons & Resrcs Llc,Petroleum Terminal,,,,,,29.00222,-96.1518
Freeport,Dow Hydrocarbons & Resrcs Llc,Petroleum Terminal,,,,,,28.981692,-95.376501
Baldwin,Five Star Fuels,Petroleum Terminal,,,,,,29.838311,-91.544716
Tyler Terminal Storage Facility,Texas Eastman Div Eastman Chem Co,Petroleum Terminal,,,,,,32.368611,-95.265556
Eco-Energy Distribution - High Rock,Eco-Energy Distribution Services Llc,Petroleum Terminal,,,,,,35.613401,-80.17784
Eco-Energy Distribution- Atlanta Llc,Eco-Energy Distribution Services Llc,Petroleum Terminal,,,,,,34.139606,-84.847165
Eco-Energy Distribution-Augusta,Eco-Energy Distribution Services Llc,Petroleum Terminal,,,,,,33.3809,-81.98268
Eco-Energy Distribution Philadelphia,Eco-Energy Dstr Services Llc,Petroleum Terminal,,,,,,39.902326,-75.150043
Baton Rouge,Economy/Stone Midstream Fuel Llc,Petroleum Terminal,,,,,,30.384797,-91.218037
Enbridge Ingleside Energy Center,Enbridge Ingleside Energy Center Llc,Petroleum Terminal,,,,,,27.825383,-97.205423
The Energy Consrv Group Llc,The Energy Consrv Group Llc,Petroleum Terminal,,,,,,40.778592,-73.848254
Penuelas,Peerless Oil & Chemicals Inc,Petroleum Terminal,,,,,,17.997103,-66.747369
Nederland Terminal,Sunoco Logistics,Petroleum Terminal,,,,,,29.988691,-94.004262
Columbus West,Sunoco Logistics,Petroleum Terminal,,,,,,39.967929,-83.103167
Buffalo,Sunoco Logistics,Petroleum Terminal,,,,,,42.976739,-78.932641
Youngstown,Sunoco Logistics,Petroleum Terminal,,,,,,41.034581,-80.657813
Eldorado  Altoona,Sunoco Logistics,Petroleum Terminal,,,,,,40.508795,-78.400734
Mechanicsburg,Sunoco Logistics,Petroleum Terminal,,,,,,40.219059,-76.975106
Pittsburgh,Sunoco Logistics,Petroleum Terminal,,,,,,40.485446,-79.94561
Dayton,Sunoco Logistics,Petroleum Terminal,,,,,,39.787008,-84.165101
River Rouge,Sunoco Logistics,Petroleum Terminal,,,,,,42.293799,-83.153719
Owosso,Sunoco Logistics,Petroleum Terminal,,,,,,42.99766,-84.196439
Huntington,Sunoco Logistics,Petroleum Terminal,,,,,,40.897741,-85.451851
Delmont,Sunoco Logistics,Petroleum Terminal,,,,,,40.422972,-79.573758
Cleveland,Sunoco Logistics,Petroleum Terminal,,,,,,41.467775,-81.667612
Akron,Sunoco Logistics,Petroleum Terminal,,,,,,41.098438,-81.488355
Montello,Sunoco Logistics,Petroleum Terminal,,,,,,40.314961,-76.032495
Columbus East,Sunoco Logistics,Petroleum Terminal,,,,,,39.954004,-83.093855
Rochester,Sunoco Logistics,Petroleum Terminal,,,,,,43.164698,-77.675401
Fullerton,Sunoco Logistics,Petroleum Terminal,,,,,,40.644803,-75.481834
Kingston,Sunoco Logistics,Petroleum Terminal,,,,,,41.267526,-75.908326
Arcadia,Sunoco Logistics,Petroleum Terminal,,,,,,32.54509,-92.89814
Center,Sunoco Logistics,Petroleum Terminal,,,,,,31.796255,-94.147545
Hearne,Sunoco Logistics,Petroleum Terminal,,,,,,30.85842,-96.57925
Waskom,Sunoco Logistics,Petroleum Terminal,,,,,,32.479449,-94.068429
Blawnox,Sunoco Logistics,Petroleum Terminal,,,,,,40.498,-79.85476
Inkster,Sunoco Logistics,Petroleum Terminal,,,,,,42.253138,-83.308487
Hebert,Sunoco Logistics,Petroleum Terminal,,,,,,29.982982,-94.059976
Romulus,Sunoco Logistics,Petroleum Terminal,,,,,,42.239027,-83.32428
Eagle Point Tank Farm Eptf,Sunoco Logistics,Petroleum Terminal,,,,,,39.8718,-75.1558
East Boston,Sunoco Logistics,Petroleum Terminal,,,,,,42.384137,-71.022521
Northumberland,Sunoco Logistics,Petroleum Terminal,,,,,,40.918654,-76.74746
Baltimore,Sunoco Logistics,Petroleum Terminal,,,,,,39.23066,-76.570843
Malvern,Sunoco Logistics,Petroleum Terminal,,,,,,40.43907,-75.540161
Manassas,Sunoco Logistics,Petroleum Terminal,,,,,,38.802242,-77.506093
Newark,Sunoco Logistics,Petroleum Terminal,,,,,,40.718559,-74.126979
Twin Oaks,Sunoco Logistics,Petroleum Terminal,,,,,,39.85145,-75.4122
Westville,Sunoco Logistics,Petroleum Terminal,,,,,,39.867293,-75.137833
Syracuse,Sunoco Logistics,Petroleum Terminal,,,,,,43.09641,-76.304006
Marcus Hook,Sunoco Logistics,Petroleum Terminal,,,,,,39.812151,-75.413456
Hilo Terminal - 1 East,Aloha Petroleum Ltd,Petroleum Terminal,,,,,,19.729753,-155.049428
Thomas Malone Terminal,Aloha Petroleum Ltd,Petroleum Terminal,,,,,,21.302551,-158.102119
Honolulu,Aloha Petroleum Ltd,Petroleum Terminal,,,,,,21.954704,-159.356923
Hilo Terminal - 2 West,Aloha Petroleum Ltd,Petroleum Terminal,,,,,,19.727211,-155.054986
Honolulu Terminal,Aloha Petroleum Ltd,Petroleum Terminal,,,,,,21.313305,-157.872497
Kahului Terminal,Aloha Petroleum Ltd,Petroleum Terminal,,,,,,20.892919,-156.461938
Nederland Ngls,Sunoco Partners Ngl Facilities Llc,Petroleum Terminal,,,,,,30.008649,-93.989632
Big Flats,Sunoco Llc,Petroleum Terminal,,,,,,42.128751,-76.960548
Rochester,Sunoco Llc,Petroleum Terminal,,,,,,43.151417,-77.667657
Marcy,Sunoco Llc,Petroleum Terminal,,,,,,43.129638,-75.246313
Sunoco Nlr Llc,Sunoco Llc,Petroleum Terminal,,,,,,34.773481,-92.177249
Sunoco Caddo Llc,Sunoco Llc,Petroleum Terminal,,,,,,33.034745,-96.199378
Birmingham,Sunoco Llc,Petroleum Terminal,,,,,,33.449121,-86.878158
Euless,Sunoco Llc,Petroleum Terminal,,,,,,32.810917,-97.093895
Sunoco Hudson Terminal,Sunoco Llc,Petroleum Terminal,,,,,,42.64379,-73.742173
Salisbury,Energy Transfer,Petroleum Terminal,,,,,,38.363515,-75.615915
Paulsboro,Sunoco Llc,Petroleum Terminal,,,,,,39.844315,-75.248494
Baltimore,Sunoco Llc,Petroleum Terminal,,,,,,39.241228,-76.579711
Blue Island,Sunoco Llc,Petroleum Terminal,,,,,,41.655094,-87.700165
Jacksonville,Sunoco Llc,Petroleum Terminal,,,,,,30.379105,-81.638
Linden,Sunoco Llc,Petroleum Terminal,,,,,,40.631995,-74.255204
Virginia Beach,Sunoco Llc,Petroleum Terminal,,,,,,36.717188,-76.093125
Brownsville,Sunoco Llc,Petroleum Terminal,,,,,,25.96505,-97.3801
Hfotco Llc,Hfotco Llc,Petroleum Terminal,,,,,,29.75573,-95.1047
Orbit Ethane Export,Orbit Gulf Coast Ng Exports Llc,Petroleum Terminal,,,,,,29.998696,-93.990072
Mont Belvieu,Energy Transfer Gc Ngls Lls,Petroleum Terminal,,,,,,29.85475,-94.915799
Hattiesburg,Energy Transfer Gc Ngls Llc,Petroleum Terminal,,,,,,31.372549,-89.268095
Altoona,Sunoco Midstream Llc,Petroleum Terminal,,,,,,40.467146,-78.426374
Brooklyn,Sunoco Midstream Llc,Petroleum Terminal,,,,,,40.737141,-73.951564
Cleveland,Sunoco Midstream Llc,Petroleum Terminal,,,,,,41.485723,-81.681669
Norfolk,Sunoco Midstream Llc,Petroleum Terminal,,,,,,36.821003,-76.279659
Toledo,Sunoco Midstream  Llc,Petroleum Terminal,,,,,,41.67755,-83.497946
Mcfarland,Sunoco Midstream Llc,Petroleum Terminal,,,,,,43.00884,-89.304899
Selma,Sunoco Midstream Llc,Petroleum Terminal,,,,,,35.55521,-78.313669
Dupont,Sunoco Midstream Llc,Petroleum Terminal,,,,,,41.313108,-75.741565
Mechanicsburg,Sunoco Midstream Llc,Petroleum Terminal,,,,,,40.219194,-76.974371
South Williamsport,Sunoco Midstream Llc,Petroleum Terminal,,,,,,41.241015,-76.985584
Aurora,Sunoco Midstream Llc,Petroleum Terminal,,,,,,41.314965,-81.345497
Belle Vernon,Sunoco Midstream Llc,Petroleum Terminal,,,,,,40.124667,-79.877173
Star City,Sunoco Midstream Llc,Petroleum Terminal,,,,,,39.660609,-79.989385
Schaefferstown,Crestwood Services Llc,Petroleum Terminal,,,,,,40.298856,-76.298722
Tirzah,Crestwood Services Llc,Petroleum Terminal,,,,,,34.9942,-81.2422
Alto,Crestwood Services Llc,Petroleum Terminal,,,,,,42.856174,-85.37058
Savona,Crestwood Midstream Partners Lp,Petroleum Terminal,,,,,,42.30498,-77.25916
Southlake,Nustar Energy Lp,Petroleum Terminal,,,,,,32.955781,-97.047457
Colorado Springs,Nustar Energy Lp,Petroleum Terminal,,,,,,38.780956,-104.673791
Albuquerque,Nustar Energy Lp,Petroleum Terminal,,,,,,34.99096,-106.6582
El Paso,Nustar Energy Lp,Petroleum Terminal,,,,,,31.818426,-106.260181
Denver,Nustar Energy Lp,Petroleum Terminal,,,,,,39.798298,-104.943844
Stockton,Nustar Energy Lp,Petroleum Terminal,,,,,,37.941219,-121.333544
Portland,Nustar Energy Lp,Petroleum Terminal,,,,,,45.511795,-122.675629
Moorhead,Nustar Energy Lp,Petroleum Terminal,,,,,,46.863598,-96.740741
North Platte Terminal,Nustar Energy Lp,Petroleum Terminal,,,,,,41.12631,-100.740159
Rock Rapids Terminal,Nustar Energy Lp,Petroleum Terminal,,,,,,43.432995,-96.310809
Roseville Terminal,Nustar Energy Lp,Petroleum Terminal,,,,,,45.020502,-93.198362
Sauk Centre Terminal,Nustar Energy Lp,Petroleum Terminal,,,,,,45.73697,-94.970129
Columbus Terminal,Nustar Energy Lp,Petroleum Terminal,,,,,,41.439855,-97.175484
Geneva Terminal,Nustar Energy Lp,Petroleum Terminal,,,,,,40.55658,-97.591949
Jamestown Terminal,Nustar Energy Lp,Petroleum Terminal,,,,,,46.910085,-98.708535
Lemars Terminal,Nustar Energy Lp,Petroleum Terminal,,,,,,42.7705,-96.194379
Milford Terminal,Nustar Energy Lp,Petroleum Terminal,,,,,,43.326761,-95.167351
Mitchell Terminal,Nustar Energy Lp,Petroleum Terminal,,,,,,43.702205,-98.002519
Norfolk Terminal,Nustar Energy Lp,Petroleum Terminal,,,,,,42.05128,-97.426529
